epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.3212083578109741,0.19319124519824982,0.23728615045547485,0.9937646985054016
2,0.08114773035049438,0.1435861438512802,0.5641881227493286,0.9937646985054016
3,0.05668982118368149,0.05666520074009895,0.6758319139480591,0.9932947158813477
4,0.04720200598239899,0.05747048556804657,0.7132136225700378,0.9898793697357178
5,0.0419204980134964,0.060862667858600616,0.7138011455535889,0.9083816409111023
6,0.03826383501291275,0.06007070094347,0.6988312602043152,0.9731787443161011
7,0.035064082592725754,0.05965226888656616,0.7032728791236877,0.9743381142616272
8,0.03160233423113823,0.06032481789588928,0.6807592511177063,0.9802287220954895
